,C,SW_ZR,SW_SqW,SW_CCC,e_SW_SqW
0,0.0,0.0,0.0,0.0,0.0006242684854542945
1,0.05205467659780642,0.01540965191035907,0.011925786622805341,0.007493192728496939,0.0006242684854542945
2,0.10410935319561283,0.03081930382071814,0.023851573245610682,0.014986385456993878,0.0006242684854542945
3,0.15616402979341926,0.04622895573107721,0.03577735986841602,0.022479578185490817,0.0006242684854542945
4,0.20821870639122567,0.06163860764143628,0.047703146491221364,0.029972770913987756,0.0006242684854542945
5,0.2602733829890321,0.07704825955179534,0.05962893311402671,0.037465963642484695,0.0006242684854542945
6,0.3123280595868385,0.09245791146215442,0.07155471973683204,0.044959156370981634,0.0006242684854542945
7,0.3643827361846449,0.10786756337251348,0.08348050635963739,0.05245234909947857,0.0006242684854542945
8,0.41643741278245133,0.12327721528287255,0.09540629298244273,0.05994554182797551,0.0006242684854542945
9,0.46849208938025777,0.13868686719323162,0.10733207960524808,0.06743873455647245,0.0006242684854542945
10,0.5205467659780642,0.15409651910359068,0.11925786622805341,0.07493192728496939,0.0006242684854542945
11,0.5726014425758705,0.16950617101394974,0.13118365285085873,0.08242512001346632,0.0006242684854542945
12,0.624656119173677,0.18491582292430883,0.14310943947366409,0.08991831274196327,0.0006242684854542945
13,0.6767107957714834,0.2003254748346679,0.15503522609646944,0.09741150547046021,0.0006242684854542945
14,0.7287654723692898,0.21573512674502696,0.16696101271927477,0.10490469819895713,0.0006242684854542945
15,0.7808201489670963,0.23114477865538602,0.17888679934208013,0.11239789092745409,0.0006242684854542945
16,0.8328748255649027,0.2465544305657451,0.19081258596488546,0.11989108365595103,0.0006242684854542945
17,0.884929502162709,0.26196408247610414,0.2027383725876908,0.12738427638444796,0.0006242684854542945
18,0.9369841787605155,0.27737373438646323,0.21466415921049617,0.1348774691129449,0.0006242684854542945
19,0.9890388553583219,0.2927833862968223,0.22658994583330147,0.14237066184144184,0.0006242684854542945
20,1.0410935319561283,0.30819303820718136,0.23851573245610683,0.14986385456993878,0.0006242684854542945
21,1.0931482085539348,0.32360269011754045,0.2504415190789122,0.15735704729843572,0.0006242684854542945
22,1.145202885151741,0.3390123420278995,0.26236730570171746,0.16485024002693263,0.0006242684854542945
23,1.1972575617495476,0.3544219939382585,0.27429309232452287,0.1723434327554296,0.0006242684854542945
24,1.249312238347354,0.36983164584861766,0.28621887894732817,0.17983662548392654,0.0006242684854542945
25,1.3013669149451603,0.3852412977589767,0.2981446655701335,0.18732981821242345,0.0006242684854542945
26,1.3534215915429668,0.4006509496693358,0.3100704521929389,0.19482301094092042,0.0006242684854542945
27,1.4054762681407733,0.4160606015796949,0.32199623881574424,0.20231620366941735,0.0006242684854542945
28,1.4575309447385796,0.4314702534900539,0.33392202543854954,0.20980939639791427,0.0006242684854542945
29,1.509585621336386,0.446879905400413,0.34584781206135495,0.21730258912641123,0.0006242684854542945
30,1.5616402979341926,0.46228955731077204,0.35777359868416025,0.22479578185490817,0.0006242684854542945
31,1.6136949745319988,0.47769920922113107,0.36969938530696556,0.23228897458340508,0.0006242684854542945
32,1.6657496511298053,0.4931088611314902,0.3816251719297709,0.23978216731190205,0.0006242684854542945
33,1.7178043277276118,0.5085185130418493,0.3935509585525763,0.247275360040399,0.0006242684854542945
34,1.769859004325418,0.5239281649522083,0.4054767451753816,0.25476855276889593,0.0006242684854542945
35,1.8219136809232246,0.5393378168625674,0.417402531798187,0.26226174549739284,0.0006242684854542945
36,1.873968357521031,0.5547474687729265,0.42932831842099234,0.2697549382258898,0.0006242684854542945
37,1.9260230341188374,0.5701571206832855,0.4412541050437976,0.2772481309543867,0.0006242684854542945
38,1.9780777107166438,0.5855667725936446,0.45317989166660294,0.2847413236828837,0.0006242684854542945
39,2.0301323873144503,0.6009764245040037,0.4651056782894084,0.29223451641138065,0.0006242684854542945
40,2.0821870639122566,0.6163860764143627,0.47703146491221365,0.29972770913987756,0.0006242684854542945
41,2.134241740510063,0.6317957283247218,0.48895725153501896,0.3072209018683745,0.0006242684854542945
42,2.1862964171078696,0.6472053802350809,0.5008830381578244,0.31471409459687144,0.0006242684854542945
43,2.238351093705676,0.6626150321454399,0.5128088247806297,0.32220728732536835,0.0006242684854542945
44,2.290405770303482,0.678024684055799,0.5247346114034349,0.32970048005386526,0.0006242684854542945
45,2.342460446901289,0.6934343359661581,0.5366603980262404,0.3371936727823623,0.0006242684854542945
46,2.394515123499095,0.708843987876517,0.5485861846490457,0.3446868655108592,0.0006242684854542945
47,2.4465698000969014,0.7242536397868761,0.560511971271851,0.3521800582393561,0.0006242684854542945
48,2.498624476694708,0.7396632916972353,0.5724377578946563,0.3596732509678531,0.0006242684854542945
49,2.5506791532925144,0.7550729436075944,0.5843635445174616,0.36716644369635,0.0006242684854542945
