,C,CS_HFT,CS_tot,CS_d
0,0.0,0.0,0.0,-0.0
1,0.05205467659780642,0.0244515405771151,-0.00818390849665395,-0.03263544907376905
2,0.10410935319561283,0.0489030811542302,-0.0163678169933079,-0.0652708981475381
3,0.15616402979341926,0.07335462173134528,-0.024551725489961873,-0.09790634722130716
4,0.20821870639122567,0.0978061623084604,-0.0327356339866158,-0.1305417962950762
5,0.2602733829890321,0.12225770288557547,-0.04091954248326979,-0.16317724536884526
6,0.3123280595868385,0.14670924346269057,-0.049103450979923746,-0.19581269444261432
7,0.3643827361846449,0.17116078403980567,-0.05728735947657762,-0.2284481435163833
8,0.41643741278245133,0.1956123246169208,-0.0654712679732316,-0.2610835925901524
9,0.46849208938025777,0.22006386519403587,-0.07365517646988562,-0.2937190416639215
10,0.5205467659780642,0.24451540577115094,-0.08183908496653958,-0.3263544907376905
11,0.5726014425758705,0.268966946348266,-0.09002299346319348,-0.3589899398114595
12,0.624656119173677,0.29341848692538114,-0.09820690195984749,-0.39162538888522863
13,0.6767107957714834,0.31787002750249627,-0.1063908104565014,-0.42426083795899766
14,0.7287654723692898,0.34232156807961134,-0.11457471895315524,-0.4568962870327666
15,0.7808201489670963,0.36677310865672647,-0.12275862744980937,-0.48953173610653583
16,0.8328748255649027,0.3912246492338416,-0.1309425359464632,-0.5221671851803048
17,0.884929502162709,0.4156761898109566,-0.13912644444311723,-0.5548026342540738
18,0.9369841787605155,0.44012773038807174,-0.14731035293977124,-0.587438083327843
19,0.9890388553583219,0.46457927096518686,-0.15549426143642525,-0.6200735324016121
20,1.0410935319561283,0.4890308115423019,-0.16367816993307915,-0.652708981475381
21,1.0931482085539348,0.513482352119417,-0.1718620784297331,-0.6853444305491501
22,1.145202885151741,0.537933892696532,-0.18004598692638696,-0.717979879622919
23,1.1972575617495476,0.5623854332736472,-0.18822989542304103,-0.7506153286966882
24,1.249312238347354,0.5868369738507623,-0.19641380391969498,-0.7832507777704573
25,1.3013669149451603,0.6112885144278773,-0.20459771241634883,-0.8158862268442262
26,1.3534215915429668,0.6357400550049925,-0.2127816209130028,-0.8485216759179953
27,1.4054762681407733,0.6601915955821076,-0.22096552940965675,-0.8811571249917644
28,1.4575309447385796,0.6846431361592227,-0.22914943790631048,-0.9137925740655332
29,1.509585621336386,0.7090946767363377,-0.23733334640296466,-0.9464280231393024
30,1.5616402979341926,0.7335462173134529,-0.24551725489961873,-0.9790634722130717
31,1.6136949745319988,0.7579977578905679,-0.25370116339627247,-1.0116989212868404
32,1.6657496511298053,0.7824492984676832,-0.2618850718929264,-1.0443343703606096
33,1.7178043277276118,0.8069008390447981,-0.2700689803895807,-1.0769698194343789
34,1.769859004325418,0.8313523796219132,-0.27825288888623445,-1.1096052685081477
35,1.8219136809232246,0.8558039201990284,-0.2864367973828883,-1.1422407175819167
36,1.873968357521031,0.8802554607761435,-0.2946207058795425,-1.174876166655686
37,1.9260230341188374,0.9047070013532584,-0.30280461437619655,-1.207511615729455
38,1.9780777107166438,0.9291585419303737,-0.3109885228728505,-1.2401470648032242
39,2.0301323873144503,0.9536100825074888,-0.31917243136950446,-1.2727825138769933
40,2.0821870639122566,0.9780616230846038,-0.3273563398661583,-1.305417962950762
41,2.134241740510063,1.0025131636617188,-0.33554024836281204,-1.3380534120245309
42,2.1862964171078696,1.026964704238834,-0.3437241568594662,-1.3706888610983001
43,2.238351093705676,1.0514162448159492,-0.35190806535611974,-1.403324310172069
44,2.290405770303482,1.075867785393064,-0.3600919738527739,-1.435959759245838
45,2.342460446901289,1.1003193259701793,-0.3682758823494281,-1.4685952083196074
46,2.394515123499095,1.1247708665472944,-0.37645979084608205,-1.5012306573933765
47,2.4465698000969014,1.1492224071244093,-0.38464369934273623,-1.5338661064671455
48,2.498624476694708,1.1736739477015246,-0.39282760783938997,-1.5665015555409145
49,2.5506791532925144,1.1981254882786396,-0.4010115163360437,-1.5991370046146833
